,SK_ID_CURR,TARGET
1387,105241,0.0
1388,105250,0.0
1389,105252,0.0
1390,105254,0.0
1391,105262,0.0
1392,105264,0.0
1393,105269,0.0
1394,105270,0.0
1395,105284,0.0
1396,105285,0.0
1397,105288,0.0
1398,105290,0.0
1399,105291,0.0
1401,105299,0.0
1402,105300,0.0
1403,105303,0.0
1404,105304,0.0
1405,105307,0.0
1406,105313,0.0
1407,105315,0.0
1408,105322,0.0
1411,105328,0.0
1412,105330,0.0
1413,105337,0.0
1415,105347,0.0
1416,105350,0.0
1417,105352,0.0
1419,105361,0.0
1421,105378,0.0
1422,105379,1.0
1423,105381,0.0
1424,105383,1.0
1426,105389,0.0
1427,105392,0.0
1428,105398,0.0
1429,105400,0.0
1430,105401,0.0
1434,105426,0.0
1435,105429,0.0
1438,105444,1.0
1439,105445,0.0
1441,105448,0.0
1442,105449,0.0
1443,105453,0.0
1444,105463,0.0
1445,105479,0.0
1446,105480,0.0
1447,105481,0.0
1448,105482,0.0
1449,105484,0.0
1450,105494,0.0
1452,105499,0.0
1453,105503,0.0
1455,105505,0.0
1456,105506,1.0
1457,105511,0.0
1458,105513,0.0
1460,105520,0.0
1461,105525,0.0
1463,105530,0.0
1464,105536,0.0
1465,105538,0.0
1467,105541,0.0
1468,105543,0.0
1469,105544,1.0
1471,105547,0.0
1474,105551,0.0
1476,105561,0.0
1477,105563,0.0
1478,105567,0.0
1479,105572,0.0
1480,105575,0.0
1482,105586,0.0
1484,105596,0.0
1485,105597,0.0
1486,105598,0.0
1487,105599,0.0
1488,105604,0.0
1489,105607,0.0
1493,105613,0.0
1495,105616,0.0
1496,105626,0.0
1497,105628,0.0
1498,105631,0.0
1499,105632,1.0
1500,105639,1.0
1501,105640,1.0
1502,105642,0.0
1504,105651,0.0
1505,105656,0.0
1506,105661,0.0
1507,105663,0.0
1508,105664,0.0
1509,105670,0.0
1510,105671,0.0
1511,105673,0.0
1512,105676,0.0
1513,105677,0.0
1514,105684,0.0
1515,105688,1.0
1517,105694,0.0
1518,105698,0.0
1520,105700,0.0
1521,105704,1.0
1522,105707,0.0
1523,105714,1.0
1525,105721,0.0
1526,105724,0.0
1527,105728,0.0
1529,105753,0.0
1531,105763,0.0
1533,105777,0.0
1534,105778,0.0
1535,105779,0.0
1537,105782,0.0
1538,105783,0.0
1539,105788,1.0
1540,105798,1.0
1541,105799,0.0
1542,105800,0.0
1544,105811,0.0
1545,105813,0.0
1546,105814,0.0
1547,105822,0.0
1548,105827,0.0
1549,105828,0.0
1550,105830,0.0
1551,105833,0.0
1552,105835,0.0
1554,105840,0.0
1555,105842,0.0
1556,105843,0.0
1557,105845,0.0
1559,105857,0.0
1561,105868,0.0
1562,105876,0.0
1563,105878,0.0
1565,105892,0.0
1567,105895,0.0
1568,105896,0.0
1569,105897,0.0
1570,105904,0.0
1571,105907,0.0
1572,105914,0.0
1573,105917,1.0
1575,105921,1.0
1576,105934,0.0
1577,105940,0.0
1578,105941,0.0
1579,105943,0.0
1581,105945,0.0
1582,105951,0.0
1583,105952,0.0
1585,105970,0.0
1587,105980,0.0
1588,105993,0.0
1589,105994,0.0
1590,106002,0.0
1592,106004,0.0
1593,106007,0.0
1595,106033,0.0
1596,106034,0.0
1597,106045,0.0
1598,106046,0.0
1599,106047,0.0
1600,106051,0.0
1601,106057,0.0
1602,106060,0.0
1603,106063,0.0
1604,106064,0.0
1606,106070,0.0
1607,106074,1.0
1608,106078,0.0
1609,106079,0.0
1610,106080,0.0
1611,106089,0.0
1612,106094,0.0
1613,106097,0.0
1615,106104,1.0
1616,106108,0.0
1618,106112,0.0
1619,106119,0.0
1620,106125,0.0
1621,106126,0.0
1626,106138,0.0
1627,106154,0.0
1628,106160,0.0
1629,106167,0.0
1630,106168,0.0
1632,106172,0.0
1633,106173,0.0
1635,106177,0.0
1636,106178,0.0
1638,106192,0.0
1639,106193,0.0
1643,106213,0.0
1644,106220,0.0
1646,106227,0.0
1648,106237,0.0
1649,106240,0.0
1650,106244,0.0
1652,106250,0.0
1654,106253,0.0
1655,106255,0.0
1656,106263,0.0
1658,106269,0.0
1659,106270,0.0
1661,106278,0.0
1663,106282,0.0
1666,106289,0.0
1667,106291,0.0
1668,106292,0.0
1669,106303,0.0
1670,106304,0.0
1671,106306,0.0
1672,106309,0.0
1673,106310,0.0
1674,106318,0.0
1676,106328,0.0
1677,106331,0.0
1678,106335,0.0
1680,106338,0.0
1681,106340,0.0
1682,106350,0.0
1683,106352,0.0
1685,106361,0.0
1686,106365,0.0
1687,106367,0.0
1688,106371,0.0
1689,106379,0.0
1691,106381,1.0
1692,106385,0.0
1693,106389,0.0
1694,106398,0.0
1695,106400,0.0
1697,106404,0.0
1698,106407,0.0
1699,106408,0.0
1700,106419,0.0
1704,106425,0.0
1705,106430,1.0
1707,106435,0.0
1708,106436,0.0
1709,106443,0.0
1710,106446,0.0
1711,106449,0.0
1715,106461,0.0
1716,106463,0.0
1719,106471,0.0
1720,106473,0.0
1721,106474,0.0
1723,106480,0.0
1724,106481,0.0
1726,106495,0.0
1727,106499,0.0
1728,106502,1.0
1729,106504,0.0
1730,106509,0.0
1731,106510,0.0
1732,106511,0.0
1735,106521,0.0
1736,106524,0.0
1738,106532,0.0
1740,106538,0.0
1741,106539,0.0
1742,106540,0.0
1743,106545,0.0
1744,106548,0.0
1745,106554,0.0
1746,106555,0.0
1747,106558,0.0
1749,106563,1.0
1750,106572,0.0
1752,106583,0.0
1753,106584,0.0
1755,106598,0.0
1756,106600,0.0
1757,106604,0.0
1758,106605,0.0
1759,106606,0.0
1760,106614,0.0
1762,106621,0.0
1763,106626,0.0
1766,106630,0.0
1767,106633,0.0
1768,106636,0.0
1769,106639,0.0
1770,106646,0.0
1773,106656,0.0
1775,106659,1.0
1776,106662,0.0
1777,106664,0.0
1780,106676,0.0
1781,106679,0.0
1782,106681,0.0
1783,106684,0.0
1784,106689,0.0
1785,106693,0.0
1786,106694,0.0
1787,106697,1.0
1788,106698,0.0
1789,106703,0.0
1790,106708,0.0
1792,106725,1.0
1794,106729,0.0
1796,106745,0.0
1797,106749,0.0
1798,106758,1.0
1799,106759,0.0
1800,106765,0.0
1801,106767,0.0
1803,106769,0.0
1804,106770,0.0
1806,106777,0.0
1807,106778,0.0
1808,106779,0.0
1809,106781,0.0
1811,106783,0.0
1812,106794,0.0
1813,106806,1.0
1814,106807,0.0
1815,106809,0.0
1817,106832,0.0
1818,106839,1.0
1819,106843,0.0
1820,106847,0.0
1821,106848,0.0
1822,106849,0.0
1823,106850,0.0
1824,106855,0.0
1825,106856,0.0
1827,106860,0.0
1828,106862,0.0
1829,106864,0.0
1830,106870,0.0
1831,106872,0.0
1832,106874,0.0
1833,106879,0.0
1834,106883,0.0
1835,106884,1.0
1836,106894,0.0
1838,106901,0.0
1840,106910,0.0
1841,106915,0.0
1843,106927,0.0
1845,106929,0.0
1846,106946,0.0
1849,106960,0.0
1850,106961,0.0
1851,106962,0.0
1852,106968,0.0
1853,106969,0.0
1854,106970,0.0
1855,106971,1.0
1856,106975,0.0
1857,106984,0.0
1859,106992,0.0
1861,106998,0.0
1862,107006,0.0
1863,107008,1.0
1865,107012,0.0
1866,107015,0.0
1867,107019,0.0
1869,107028,0.0
1872,107032,0.0
1875,107046,0.0
1877,107054,0.0
1878,107056,0.0
1879,107059,0.0
1880,107060,0.0
1881,107065,0.0
1882,107066,0.0
1883,107067,0.0
1885,107083,0.0
1887,107089,0.0
1889,107095,0.0
1890,107100,0.0
1892,107102,0.0
1893,107103,0.0
1895,107105,0.0
1896,107107,0.0
1897,107108,0.0
1898,107109,0.0
1899,107110,1.0
1900,107111,0.0
1901,107112,0.0
1902,107116,0.0
1903,107118,0.0
1904,107127,0.0
1906,107133,0.0
1907,107137,0.0
1908,107140,0.0
1909,107142,0.0
1910,107143,0.0
1911,107147,0.0
1912,107149,0.0
1913,107151,0.0
1915,107153,0.0
1916,107154,0.0
1917,107155,0.0
1918,107157,1.0
1919,107161,0.0
1921,107167,0.0
1923,107173,0.0
1924,107178,1.0
1925,107181,0.0
1926,107185,0.0
1927,107187,0.0
1930,107195,1.0
1931,107196,0.0
1932,107199,0.0
1934,107209,0.0
1935,107210,0.0
1936,107211,1.0
1937,107212,0.0
1940,107225,0.0
1941,107228,0.0
1942,107229,0.0
1943,107231,0.0
1944,107235,0.0
1947,107244,0.0
1951,107272,0.0
1952,107274,0.0
1953,107277,0.0
1954,107282,0.0
1955,107283,0.0
1956,107289,0.0
1957,107292,0.0
1958,107293,0.0
1959,107299,0.0
1960,107302,0.0
